CPU Usage Percentage,CPU Free,CPU Used,Memory Usage Percentage,Memory Used (MB),Memory Free (MB),Storage Usage Percentage,Storage Free (GB),Storage Used (GB),Network Upload (MB/s),Network Download (MB/s)
48.0,52.0,48.0,29.2,3939.43359375,11239.86328125,37.3,298.38880920410156,177.73292541503906,157.58824634552002,1364.8530473709106
