CPU Usage Percentage,CPU Free,CPU Used,Memory Usage Percentage,Memory Used (MB),Memory Free (MB),Storage Usage Percentage,Storage Free (GB),Storage Used (GB),Network Upload (MB/s),Network Download (MB/s)
37.9,62.1,37.9,38.6,5273.0859375,9754.375,37.3,298.48425674438477,177.63483810424805,651.7679491043091,3831.9847106933594
