CPU Usage Percentage,CPU Free,CPU Used,Memory Usage Percentage,Memory Used (MB),Memory Free (MB),Storage Usage Percentage,Storage Free (GB),Storage Used (GB),Network Upload (MB/s),Network Download (MB/s)
43.5,56.5,43.5,40.4,5552.20703125,9462.515625,37.2,298.8103446960449,177.3034553527832,15209.305512428284,18083.74319267273
